Output Voltage, Run #16
Time ( s )	Voltage ( V )
13.1700	2.035
13.1800	2.131
13.1900	-2.902
13.2000	-2.608
13.2100	-1.245
13.2200	-2.583
13.2300	-2.022
13.2400	3.098
13.2500	2.414
13.2600	2.671
13.2700	2.006
13.2800	2.116
13.2900	-2.918
13.3000	-2.597
13.3100	-1.252
13.3200	-2.569
13.3300	-2.043
13.3400	3.082
13.3500	2.147
13.3600	2.571
13.3700	2.039
13.3800	2.186
13.3900	-2.938
13.4000	-2.594
13.4100	-1.235
13.4200	-2.572
13.4300	-2.016
13.4400	3.096
13.4500	2.403
13.4600	2.597
13.4700	1.982
13.4800	2.122
13.4900	-2.937
13.5000	-2.567
13.5100	-1.251
13.5200	-2.567
13.5300	-2.034
13.5400	3.088
13.5500	2.191
13.5600	2.559
13.5700	2.219
13.5800	2.069
13.5900	-2.904
13.6000	-2.628
13.6100	-1.218
13.6200	-2.562
13.6300	-2.029
13.6400	3.118
13.6500	2.316
13.6600	2.543
13.6700	2.332
13.6800	2.097
13.6900	-2.877
13.7000	-2.636
13.7100	-1.224
13.7200	-2.575
13.7300	-2.025
13.7400	3.098
13.7500	2.226
13.7600	2.550
13.7700	2.322
13.7800	2.117
13.7900	-2.882
13.8000	-2.648
13.8100	-1.223
13.8200	-2.562
13.8300	-2.017
13.8400	3.108
13.8500	2.392
13.8600	2.532
13.8700	2.255
13.8800	2.044
13.8900	-2.883
13.9000	-2.637
13.9100	-1.228
13.9200	-2.556
13.9300	-2.050
13.9400	3.063
13.9500	2.083
13.9600	2.446
13.9700	2.173
13.9800	2.184
13.9900	-2.875
14.0000	-2.640
14.0100	-1.231
14.0200	-2.612
14.0300	-2.030
14.0400	3.210
14.0500	2.433
14.0600	2.559
14.0700	2.228
14.0800	2.127
14.0900	-2.886
14.1000	-2.623
14.1100	-1.234
14.1200	-2.578
14.1300	-2.028
14.1400	3.186
14.1500	2.340
14.1600	2.545
14.1700	2.297
14.1800	2.169
14.1900	-2.899
14.2000	-2.617
14.2100	-1.244
14.2200	-2.588
14.2300	-2.027
14.2400	3.190
14.2500	2.358
14.2600	2.543
14.2700	2.211
14.2800	2.114
14.2900	-2.863
14.3000	-2.636
14.3100	-1.236
14.3200	-2.590
14.3300	-2.034
14.3400	3.194
14.3500	2.356
14.3600	2.547
14.3700	2.317
14.3800	2.119
14.3900	-2.920
14.4000	-2.611
14.4100	-1.237
14.4200	-2.592
14.4300	-2.013
14.4400	3.166
14.4500	2.354
14.4600	2.534
14.4700	2.304
14.4800	2.145
14.4900	-2.916
14.5000	-2.631
14.5100	-1.227
14.5200	-2.614
14.5300	-2.006
14.5400	3.177
